name,version,direct,dependencyType,scope,source,licenseMetadata,licenseFileDetected,licenseFromFileGuess,metadataFileMatch,inProductionBundle,devToolOnly,obligations,risk,recommendedAction,repository,homepage,whereFound
"decimal.js","10.6.0","transitive","transitive devDependency","dev","npm","MIT","LICENCE.md","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/MikeMcl/decimal.js.git","","dev"
"is-potential-custom-element-name","1.0.1","transitive","transitive devDependency","dev","npm","MIT","","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/mathiasbynens/is-potential-custom-element-name.git","https://github.com/mathiasbynens/is-potential-custom-element-name","dev"
"nwsapi","2.2.23","transitive","transitive devDependency","dev","npm","MIT","LICENSE","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git://github.com/dperini/nwsapi.git","https://javascript.nwbox.com/nwsapi/","dev"
"rrweb-cssom","0.7.1","transitive","transitive devDependency","dev","npm","MIT","LICENSE.txt","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","rrweb-io/CSSOM","","dev"
"symbol-tree","3.2.4","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/jsdom/js-symbol-tree.git","https://github.com/jsdom/js-symbol-tree#symbol-tree","dev"
"webidl-conversions","7.0.0","transitive","transitive devDependency","dev","npm","BSD-2-Clause","LICENSE.md","BSD","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","jsdom/webidl-conversions","","dev"
"whatwg-encoding","3.1.1","transitive","transitive devDependency","dev","npm","MIT","LICENSE.txt","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","jsdom/whatwg-encoding","","dev"
"whatwg-mimetype","4.0.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE.txt","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","jsdom/whatwg-mimetype","","dev"
"whatwg-url","14.2.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE.txt","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","jsdom/whatwg-url","","dev"
"ws","8.20.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/websockets/ws.git","https://github.com/websockets/ws","dev"
"xml-name-validator","5.0.0","transitive","transitive devDependency","dev","npm","Apache-2.0","LICENSE.txt","Apache License","mismatch-possible","no","yes","zachowanie copyright; NOTICE (je?li istnieje); patent notice","GREEN","zachowaj notice/licencje","jsdom/xml-name-validator","","dev"
"http-proxy-agent","7.0.2","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/TooTallNate/proxy-agents.git","","dev"
"agent-base","7.1.4","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/TooTallNate/proxy-agents.git","","dev"
"https-proxy-agent","7.0.6","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/TooTallNate/proxy-agents.git","","dev"
"parse5","7.3.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git://github.com/inikulin/parse5.git","https://parse5.js.org","dev"
"entities","6.0.1","transitive","transitive devDependency","dev","npm","BSD-2-Clause","LICENSE","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git://github.com/fb55/entities.git","","dev"
"saxes","6.0.0","transitive","transitive devDependency","dev","npm","ISC","","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/lddubeau/saxes.git","","dev"
"xmlchars","2.2.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/lddubeau/xmlchars.git","","dev"
"w3c-xmlserializer","5.0.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE.md","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","jsdom/w3c-xmlserializer","","dev"
"tough-cookie","5.1.2","transitive","transitive devDependency","dev","npm","BSD-3-Clause","LICENSE","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git://github.com/salesforce/tough-cookie.git","https://github.com/salesforce/tough-cookie","dev"
"tldts","6.1.86","transitive","transitive devDependency","dev","npm","MIT","LICENSE","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+ssh://git@github.com/remusao/tldts.git","https://github.com/remusao/tldts#readme","dev"
"tldts-core","6.1.86","transitive","transitive devDependency","dev","npm","MIT","LICENSE","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+ssh://git@github.com/remusao/tldts.git","https://github.com/remusao/tldts#readme","dev"
"data-urls","5.0.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE.txt","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","jsdom/data-urls","","dev"
"html-encoding-sniffer","4.0.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE.txt","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","jsdom/html-encoding-sniffer","","dev"
"cssstyle","4.6.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","jsdom/cssstyle","https://github.com/jsdom/cssstyle","dev"
"rrweb-cssom","0.8.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE.txt","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","rrweb-io/CSSOM","","dev"
"@asamuzakjp/css-color","3.2.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/asamuzaK/cssColor.git","https://github.com/asamuzaK/cssColor#readme","dev"
"@csstools/css-parser-algorithms","3.0.5","transitive","transitive devDependency","dev","npm","MIT","LICENSE.md","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/csstools/postcss-plugins.git","https://github.com/csstools/postcss-plugins/tree/main/packages/css-parser-algorithms#readme","dev"
"@csstools/css-tokenizer","3.0.4","transitive","transitive devDependency","dev","npm","MIT","LICENSE.md","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/csstools/postcss-plugins.git","https://github.com/csstools/postcss-plugins/tree/main/packages/css-tokenizer#readme","dev"
"lru-cache","10.4.3","transitive","transitive devDependency","dev","npm","ISC","LICENSE","ISC License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git://github.com/isaacs/node-lru-cache.git","","dev"
"@csstools/css-color-parser","3.1.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE.md","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/csstools/postcss-plugins.git","https://github.com/csstools/postcss-plugins/tree/main/packages/css-color-parser#readme","dev"
"@csstools/color-helpers","5.1.0","transitive","transitive devDependency","dev","npm","MIT-0","LICENSE.md","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/csstools/postcss-plugins.git","https://github.com/csstools/postcss-plugins/tree/main/packages/color-helpers#readme","dev"
"@csstools/css-calc","2.1.4","transitive","transitive devDependency","dev","npm","MIT","LICENSE.md","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/csstools/postcss-plugins.git","https://github.com/csstools/postcss-plugins/tree/main/packages/css-calc#readme","dev"
"form-data","4.0.5","transitive","transitive devDependency","dev","npm","MIT","License","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git://github.com/form-data/form-data.git","","dev"
"asynckit","0.4.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/alexindigo/asynckit.git","https://github.com/alexindigo/asynckit#readme","dev"
"hasown","2.0.2","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/inspect-js/hasOwn.git","https://github.com/inspect-js/hasOwn#readme","dev"
"combined-stream","1.0.8","transitive","transitive devDependency","dev","npm","MIT","License","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git://github.com/felixge/node-combined-stream.git","https://github.com/felixge/node-combined-stream","dev"
"delayed-stream","1.0.0","transitive","transitive devDependency","dev","npm","MIT","License","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git://github.com/felixge/node-delayed-stream.git","https://github.com/felixge/node-delayed-stream","dev"
"mime-types","2.1.35","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","jshttp/mime-types","","dev"
"mime-db","1.52.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","jshttp/mime-db","","dev"
"es-set-tostringtag","2.1.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/es-shims/es-set-tostringtag.git","https://github.com/es-shims/es-set-tostringtag#readme","dev"
"es-errors","1.3.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/ljharb/es-errors.git","https://github.com/ljharb/es-errors#readme","dev"
"has-tostringtag","1.0.2","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/inspect-js/has-tostringtag.git","https://github.com/inspect-js/has-tostringtag#readme","dev"
"has-symbols","1.1.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git://github.com/inspect-js/has-symbols.git","https://github.com/ljharb/has-symbols#readme","dev"
"get-intrinsic","1.3.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/ljharb/get-intrinsic.git","https://github.com/ljharb/get-intrinsic#readme","dev"
"es-define-property","1.0.1","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/ljharb/es-define-property.git","https://github.com/ljharb/es-define-property#readme","dev"
"function-bind","1.1.2","transitive","transitive devDependency","dev","npm","MIT","LICENSE","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/Raynos/function-bind.git","https://github.com/Raynos/function-bind","dev"
"gopd","1.2.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/ljharb/gopd.git","https://github.com/ljharb/gopd#readme","dev"
"math-intrinsics","1.1.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/es-shims/math-intrinsics.git","https://github.com/es-shims/math-intrinsics#readme","dev"
"call-bind-apply-helpers","1.0.2","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/ljharb/call-bind-apply-helpers.git","https://github.com/ljharb/call-bind-apply-helpers#readme","dev"
"es-object-atoms","1.1.1","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/ljharb/es-object-atoms.git","https://github.com/ljharb/es-object-atoms#readme","dev"
"get-proto","1.0.1","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/ljharb/get-proto.git","https://github.com/ljharb/get-proto#readme","dev"
"dunder-proto","1.0.1","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git+https://github.com/es-shims/dunder-proto.git","https://github.com/es-shims/dunder-proto#readme","dev"
"typescript-eslint","8.58.0","direct","devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/typescript-eslint/typescript-eslint.git","https://typescript-eslint.io/packages/typescript-eslint","dev"
"@typescript-eslint/parser","8.58.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/typescript-eslint/typescript-eslint.git","https://typescript-eslint.io/packages/parser","dev"
"@typescript-eslint/typescript-estree","8.58.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/typescript-eslint/typescript-eslint.git","https://typescript-eslint.io/packages/typescript-estree","dev"
"@typescript-eslint/utils","8.58.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/typescript-eslint/typescript-eslint.git","https://typescript-eslint.io/packages/utils","dev"
"@typescript-eslint/eslint-plugin","8.58.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/typescript-eslint/typescript-eslint.git","https://typescript-eslint.io/packages/eslint-plugin","dev"
"@eslint-community/regexpp","4.12.2","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/eslint-community/regexpp","https://github.com/eslint-community/regexpp#readme","dev"
"@typescript-eslint/scope-manager","8.58.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/typescript-eslint/typescript-eslint.git","https://typescript-eslint.io/packages/scope-manager","dev"
"@typescript-eslint/visitor-keys","8.58.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/typescript-eslint/typescript-eslint.git","https://typescript-eslint.io","dev"
"ignore","7.0.5","transitive","transitive devDependency","dev","npm","MIT","","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git@github.com:kaelzhang/node-ignore.git","","dev"
"natural-compare","1.4.0","transitive","transitive devDependency","dev","npm","MIT","","","insufficient-data","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","git://github.com/litejs/natural-compare-lite.git","","dev"
"ts-api-utils","2.5.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE.md","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/JoshuaKGoldberg/ts-api-utils","","dev"
"@typescript-eslint/type-utils","8.58.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/typescript-eslint/typescript-eslint.git","https://typescript-eslint.io","dev"
"@typescript-eslint/types","8.58.0","transitive","transitive devDependency","dev","npm","MIT","LICENSE","MIT License","likely-match","no","yes","zachowanie copyright; attribution/licencja w dystrybucji","GREEN","zachowaj notice/licencje","https://github.com/typescript-eslint/typescript-eslint.git","https://typescript-eslint.io","dev"
"favicon.svg","n/a","direct","asset","asset","repo-local/unknown-origin","","","","insufficient-data","yes","no","udokumentowa? ?r?d?o, licencj?, attribution","UNKNOWN","potwierdzi? pochodzenie i licencj?","","","public/favicon.svg"
"city-intrigue-pack.json","n/a","direct","asset","asset","repo-local/unknown-origin","","","","insufficient-data","no","no","udokumentowa? ?r?d?o, licencj?, attribution","UNKNOWN","potwierdzi? pochodzenie i licencj?","","","docs/samples/generator/city-intrigue-pack.json"
